542	210	210	21	191.5	22	11.8	1.0	1.04761904762
369	3480	450	45	437.9	45	16.7	0.129310344828	1.0
220	3470	2150	215	2171.1	215	48.8	0.619596541787	1.0
372	3480	180	18	309.1	19	151.2	0.051724137931	1.05555555556
352	3480	150	14	125.4	14	8.0	0.0431034482759	1.0
247	3470	50	5	45.9	5	19.7	0.014409221902	1.0
205	3470	510	51	495.3	51	17.1	0.146974063401	1.0
200	3470	420	42	394.9	42	20.4	0.121037463977	1.0
357	3480	150	15	148.0	15	14.2	0.0431034482759	1.0
412	90	90	9	75.6	11	6.0	1.0	1.22222222222
227	3470	190	19	170.3	19	21.4	0.0547550432277	1.0
214	3470	460	46	432.3	46	13.5	0.132564841499	1.0
359	3480	1180	117	1171.4	118	12.5	0.33908045977	1.00854700855
212	3480	340	33	318.8	33	15.5	0.0977011494253	1.0
534	1310	1310	131	1290.3	132	19.2	1.0	1.00763358779
196	3470	230	23	195.0	23	10.7	0.0662824207493	1.0
209	3470	670	67	647.3	67	17.5	0.193083573487	1.0
221	3480	90	9	79.0	9	16.5	0.0258620689655	1.0
226	3470	330	33	314.9	33	21.9	0.0951008645533	1.0
226	3480	1300	130	1385.3	131	14.3	0.373563218391	1.00769230769
236	3470	40	4	98.8	4	13.0	0.0115273775216	1.0
244	3470	80	8	88.0	8	39.4	0.0230547550432	1.0
216	3470	190	12	179.6	12	16.0	0.0547550432277	1.0
199	3470	180	18	155.1	18	15.6	0.0518731988473	1.0
499	80	60	6	26.6	7	8.2	0.75	1.16666666667
468	110	110	11	76.0	12	9.4	1.0	1.09090909091
520	100	100	10	67.3	11	10.8	1.0	1.1
202	3470	390	39	376.8	39	18.4	0.112391930836	1.0
213	3470	400	40	395.3	40	35.5	0.115273775216	1.0
184	3480	580	14	279.1	19	11.7	0.166666666667	1.35714285714
563	80	60	6	38.1	7	6.9	0.75	1.16666666667
208	3470	350	35	326.9	35	21.7	0.100864553314	1.0
337	3490	100	10	84.1	10	14.0	0.0286532951289	1.0
369	3490	200	20	329.2	39	9.7	0.0573065902579	1.95
221	3470	1490	148	1800.3	148	39.5	0.42939481268	1.0
337	3480	50	5	39.8	5	12.0	0.014367816092	1.0
480	220	220	22	291.7	39	6.5	1.0	1.77272727273
345	3490	40	4	16.2	4	6.8	0.0114613180516	1.0
527	100	100	10	62.5	11	3.3	1.0	1.1
361	3480	510	51	498.5	51	8.2	0.146551724138	1.0
530	170	170	17	152.1	18	11.2	1.0	1.05882352941
119	330	30	3	22.4	3	18.9	0.0909090909091	1.0
527	90	90	9	68.3	10	8.3	1.0	1.11111111111
260	270	270	27	244.9	35	5.6	1.0	1.2962962963
260	270	270	27	244.5	35	3.7	1.0	1.2962962963
377	210	130	10	49.9	10	5.2	0.619047619048	1.0
189	3480	130	13	111.5	14	19.5	0.0373563218391	1.07692307692
229	120	120	12	115.4	14	3.8	1.0	1.16666666667
443	130	130	13	119.4	17	12.9	1.0	1.30769230769
217	260	110	11	113.5	11	17.2	0.423076923077	1.0
873	2800	30	3	142.4	7	11.7	0.0107142857143	2.33333333333
357	3480	60	6	33.8	6	5.4	0.0172413793103	1.0
246	3470	40	4	72.6	4	34.8	0.0115273775216	1.0
521	630	630	63	617.4	66	5.0	1.0	1.04761904762
353	880	180	18	162.4	18	9.3	0.204545454545	1.0
206	3470	310	31	293.8	31	19.3	0.0893371757925	1.0
226	3470	390	39	393.6	39	26.0	0.112391930836	1.0
515	80	60	6	78.0	7	17.2	0.75	1.16666666667
346	3480	500	50	489.4	50	20.8	0.14367816092	1.0
529	90	90	9	20.1	11	6.0	1.0	1.22222222222
511	110	110	11	89.8	12	7.3	1.0	1.09090909091
222	3470	120	12	113.3	12	36.3	0.0345821325648	1.0
199	3470	210	21	277.6	33	15.0	0.0605187319885	1.57142857143
215	3470	470	47	430.4	47	5.4	0.135446685879	1.0
535	80	60	6	30.5	7	8.8	0.75	1.16666666667
219	3470	100	10	80.4	10	18.8	0.028818443804	1.0
554	80	80	8	26.1	11	2.7	1.0	1.375
570	80	60	6	36.2	6	19.4	0.75	1.0
467	120	120	12	82.9	13	5.5	1.0	1.08333333333
224	3470	680	68	803.5	68	45.3	0.195965417867	1.0
217	3470	330	33	340.8	33	18.1	0.0951008645533	1.0
591	80	40	4	44.4	6	31.8	0.5	1.5
252	3470	60	4	50.1	4	21.4	0.0172910662824	1.0
222	3480	70	7	56.5	7	15.7	0.0201149425287	1.0
671	80	40	4	68.9	5	9.4	0.5	1.25
